[00:00:00.080] 男：Ok. 
[01:37:58.239] 女：怎么是这么亲吻去决下定决定呢？
[01:38:01.783] 女：他觉得就是身体上生理上接受的，他喜欢了我，就因为这个。
[01:38:07.999] 男：不是他他他的负责和他对你的这种。
[01:38:13.739] 男：行为是完全扯不上关系的。
[01:38:19.299] 男：他满口扯着未来，扯着什么。
[01:38:22.739] 男：呃。
[01:38:25.159] 男：什么以后。
[01:38:26.999] 男：扯着理想。
[01:38:28.023] 男：但是但是你妈妈的你你你你你你你扯到这些东西的同时，你是怎么能够对一个没有什么行事能力的人听下去的呢？
[01:38:41.799] 男：矛盾。
[01:38:44.119] 女：而且而且在刚知道。
[01:38:47.079] 女：他被人被两连续两年被熟人朋友。
[01:38:51.709] 男：性侵过。
[01:38:52.701] 男：对，就是你是怎么做做的呢？
[01:38:58.419] 男：哎。
[01:39:09.699] 女：有时候我太坚强了也不是件好事啊。
[01:39:12.599] 男：宝宝，你知道。
[01:39:14.839] 女：他他说的挺对的。
[01:39:21.559] 女：哎，我给你看一下他刚刚说了什么。
[01:39:26.999] 男：哎。
[01:39:51.419] 女：怎么听下去的呀？
[01:39:53.319] 男：对呀，你这么轻，怎么敢是。
[01:39:55.433] 女：额头的呀？
[01:39:56.659] 男：对呀，怎么敢的呀？
[01:40:00.899] 男：嗯。
[01:40:02.559] 男：嗯。
[01:40:04.179] 女：我都能为了为为了他，然后忍两天，给他一点心理铺垫，再跟他讲你的事情。
[01:40:12.519] 女：哎，怎么就这么一点都克制不住呢？
[01:40:16.919] 男：哎。
[01:40:18.419] 女：什么叫让他会好好说清楚的，让我去理解他？
[01:40:22.479] 女：就就为啥很多为啥那天晚上我掰扯了那么多，我感觉到的他画的意思，他一直在跟我说，不是你想的那样的，那个不是我本来想表达的呢。
[01:40:54.019] 男：不是他表达的意思。
[01:40:58.059] 女：我我的本意不是这样的，我并没有把你怎么怎么样。
[01:41:03.159] 女：放屁吧，你自己回去想一下。
[01:41:06.199] 男：他想的就是这个意思呀。
[01:41:13.799] 女：请问是我聪明点还是你聪明点？
[01:41:15.981] 女：我的社会化能力没有那么足，但是在。
[01:41:19.159] 女：情感理解力上，我还是超正常的一大截的吧。
[01:41:23.899] 男：对呀。
[01:41:31.599] 女：连连连他连他这个难过的表情都和和尚很像。
[01:41:36.064] 男：我受不了了，我靠那个哎呦我听他说话我都烦死了。
[01:41:46.339] 男：搞什么东西吗？
[01:41:48.349] 男：这是。
[01:41:50.539] 女：一般人还真没有喜欢我的资格吧。
[01:41:53.919] 男：对了。
[01:42:01.099] 女：那怎么敢在刚跟我表白没几天就跟我说？
[01:42:05.839] 女：你能不能对另外让另外一个人对你不要那么重要。
[01:42:11.459] 男：那队友，我怎么忽略这个事情呢？
[01:42:16.359] 女：那跟我什么关系啊？
[01:42:19.459] 女：他他他是不是一直以来都已经把我当做。
[01:42:23.808] 男：潜在对象了？
[01:42:25.087] 男：我觉得是的就是。
[01:42:27.679] 男：他在连我是谁，不是连我是个啥都不了解的情况下。
[01:42:36.999] 女：他已经是他非常他已经是非常先入为主的觉得你就是那个在当时陪伴了我的人，这就够了。
[01:42:43.639] 女：对呀，那你的唯一就是这一个。
[01:42:45.698] 女：然后你陪了我走过那段时间，然后那段时间就可以算结束了。
[01:42:49.987] 女：然后现在迎接我们的是未来未来的新的开始。
[01:42:53.247] 女：嗯，然后你你你你是一个留在过去的拜拜。
[01:42:56.164] 男：所以他会说什么？
[01:42:57.365] 女：所以你对我的唯一价值就是支撑我走过那一段那一段那一段很难熬的经历。
[01:43:02.856] 女：就因为我比较坚强，那一段事情对我来说这已经不算什么了。
[01:43:07.146] 男：所以你可以滚了嗯。
[01:43:11.699] 男：所以。
[01:43:13.159] 女：他就看不到。
[01:43:14.409] 男：对呀，他就这个意思嘛。
[01:43:18.059] 女：他甚至没有听听我都是怎么讲你的。
[01:43:21.199] 女：他就是听完你在当时出现了，他就已经把你的所有价值都已经确定好了。
[01:43:33.939] 女：可我才相处了多久，在那给我承诺安全感。
[01:43:37.639] 男：呵呵，还帮不住。
[01:43:41.739] 女：幼稚的要死。
[01:43:43.481] 男：对呀。
[01:43:47.939] 男：说的是个什么话？
[01:43:50.879] 女：而是像他这样的人更有用，在未来获得是世俗意义上的成功。
[01:43:59.879] 男：七八的。
[01:44:14.619] 男：哎，包包粒子呢？
[01:44:17.040] 男：包包粒子呢？
[01:44:19.199] 女：可惜呀。
[01:44:20.529] 女：可惜呀。
[01:44:23.699] 女：就是为啥为为啥为啥为啥为啥真正的样子暴露出来之后，会让我那么难过呀？
[01:44:30.579] 男：报告里面呢？
[01:44:34.439] 女：就是我今天想了一下，我要如果我和GBT梳理这个事件，嗯，我好像只能想到就是后面这些让我印象特别深刻的事情。
[01:44:43.575] 女：但我们之前那种很愉快的相处，在在这这在这前面貌似都不值一提了。
[01:44:48.982] 女：那前面那种俞愉快的相处真的很也很不馈。
[01:44:53.039] 男：宝宝类的。
[01:44:53.693] 女：但是但是真的真的如果在讲的时候，我估计对前面的事情都记不太清楚。
[01:45:00.119] 男：可能会这样的。
[01:45:03.919] 女：有点有点太吓人了吧。
[01:45:07.239] 男：哎。
[01:45:08.679] 男：他昨天晚上做的不像个人能做的事儿，你知道不？
[01:45:13.259] 女：你你你想听个笑话吗？
[01:45:15.629] 男：嗯，你说。
[01:45:17.519] 女：你知道为啥那个时候我不想亲他吗？
[01:45:21.619] 男：为啥呀？
[01:45:26.739] 女：可能因为他喝了啤酒有点臭。
[01:45:31.419] 男：嗯。
[01:45:34.339] 男：嗯。
[01:45:36.559] 女：就是就是我我在跟他正常说话，距离我都能闻到，这谁想亲下去吗？
[01:45:42.239] 男：确实。
[01:45:44.079] 男：他他昨天晚上也喝酒了。
[01:45:47.019] 女：鞍马，雷霆啤酒。
[01:45:51.039] 女：一罐啤酒，然后他说不知道喝什么，我说不知道喝什么，然后他就说你喝啤酒吗？
[01:45:57.324] 女：我说哦，无所谓啊。
[01:45:59.239] 女：他就说那就是这个呗，他就给我买了一批。
[01:46:02.048] 女：就是那个时候他装进去的时候，我肯定不知道他装了去啊嗯。
[01:46:11.919] 女：但是但是那他喝了酒之后，你能看到他在小作文里面说他很清醒。
[01:46:17.799] 男：嗯，他就能打。
[01:46:26.399] 女：他一直在把我往他那边拉。
[01:46:28.939] 男：对，昨天我听你说话都不对劲呀。
[01:46:33.639] 女：那这样吧。
[01:46:34.679] 男：嗯昨天我听你说话，你一直在重申别碰我之类的。
[01:46:42.859] 女：什么时候开始啊？
[01:46:45.679] 男：我忘记时间了。
[01:46:48.179] 女：中后期中后期了。
[01:46:50.083] 女：对。
[01:46:50.355] 男：就是你一直在说，就是别别碰我，别靠着我。
[01:46:55.339] 男：之类的这种。
[01:46:58.919] 女：他说，能牵你手吗？
[01:47:00.546] 女：我直接把手挪开了。
[01:47:02.406] 女：嗯。
[01:47:06.799] 女：可能觉得我还不够，对吧？
[01:47:09.159] 女：然后他在那个亭子里看着我喝酒，就在等待。
[01:47:13.079] 女：嗯，因为他太清楚我喝的是什么样子了。
[01:47:16.279] 女：我。
[01:47:17.499] 男：对，就是你你喝酒他不来，也是他有意为之的吧。
[01:47:24.839] 女：我我我我我我喝醉是啥样的太清楚了。
[01:47:28.879] 男：对。
[01:47:33.159] 女：明明我能够靠自己走路，他为啥一定要扶着我呢？
[01:47:38.319] 男：对呀。
[01:47:41.759] 女：真的，如果不是他，如果如果不是他挡到我前面，我肯定不会靠着他的。
[01:47:49.839] 男：QQ. 
[01:47:51.359] 男：哎。
[01:48:01.879] 女：然后然后然后我好几次我都有点想吐了。
[01:48:05.474] 男：嗯，就是这种就是。
[01:48:06.954] 女：在在那在在在那亲我拉我到凳子之前，我就有好几次扶着捂捂着那个胃已经很不舒服了。
[01:48:14.779] 女：嗯，那在这种状态下说亲，然后在在那种状态之后想把我拉，真不想把我拉回学校。
[01:48:24.119] 男：天知道他在想，不是这这他在想什么，谁都能看出来。
[01:48:30.926] 男：嗯嗯嗯。
[01:48:32.039] 男：包包里子吗？
[01:48:39.359] 女：哎，我在想，是不是一切都真的是性别的问题呢？
[01:48:48.119] 男：在和他。
[01:48:51.979] 男：非常传统，没有关系。
[01:48:58.579] 女：那怎么能就是在那个小作文里面，单身就直接拐到单纯的心理生理上说我对你有欲望啊，这到底是因为我还是因为他有欲望？
[01:49:09.779] 男：嗯，什么意思？
[01:49:13.319] 女：然后我就开始怀疑，他说那个热恋期他和女朋友做过一次，应该也是他主动提的吧。
[01:49:20.259] 男：他说他前面和他的女友和平分手，非常不可信。
[01:49:30.779] 男：嗯，那在。
[01:49:31.972] 女：他们。
[01:49:32.767] 男：俩的。
[01:49:33.563] 女：关系里，就他所所叙述的嗯。
[01:49:40.739] 女：就是他女友真的很粘人。
[01:49:46.259] 女：到到什么程度呢？
[01:49:48.459] 男：嗯嗯，那你有这种粘人。
[01:49:50.409] 女：应该还应该还是蛮符合他需求的。
[01:49:53.444] 女：我不是那种会粘。
[01:49:54.961] 男：人的人啊，嗯确实。
[01:49:57.699] 女：那你有年人到什么程度？
[01:49:59.542] 女：他之前跟夏小灿在欧洲站那边兼职，因为他想着靠自己的钱多靠自己的努力多赚点钱去谈恋爱，他不想多问父母要这个钱，嗯，然后他每天大概就是会在那边坚持半小时到1个小时。
[01:50:13.372] 女：嗯，早上的时候。
[01:50:15.639] 女：然后然后他觉得就是因为在同一个学校，所以和女朋友。
[01:50:19.759] 女：就是他他会选择去去去去做兼职，嗯，然后再兼职完之后再再去考虑那个那个约会的事情。
[01:50:29.319] 女：嗯，然后他女朋友自己本身也是学生会的那种干部什么的，也很忙嗯。
[01:50:35.779] 女：然后然后他会在他他他坚持没看手机的半小时里给他发。
[01:50:41.119] 女：8.9块19加条消息说我想你了，我想你能不能过来见我嗯。
[01:50:50.399] 女：两个人都在同一个学校哦。
[01:50:52.799] 男：嗯。
[01:50:55.239] 女：还有那种就是在邓老师邓老师家里面有一个弟弟和一个妹妹嗯。
[01:51:03.359] 女：这段老师当时让我和我打视频电话，然后让我跟跟他妹妹打视频。
[01:51:08.850] 女：这个事情也让我觉得有点试探。
[01:51:11.494] 男：为啥呀？
[01:51:12.105] 男：他为啥让你见他家人呢？
[01:51:16.379] 女：我介绍。
[01:51:19.679] 女：有点试探有点试探的意味，其实他也会跟别的朋友说他家里面的事情嘛。
[01:51:25.659] 女：但是打视频的那个。
[01:51:28.099] 女：门。
[01:51:29.279] 男：给我留点白。
[01:51:31.499] 女：嗯，然后然后就是他他他他他作为长子，他要去负责他弟弟妹妹的很多东西。
[01:51:38.859] 女：我说，反正他所承担的责任比我大多了。
[01:51:42.248] 男：他胡扯他，你说。
[01:51:44.519] 女：嗯。
[01:51:46.259] 女：他那个其实送他弟妹上上上学都是他他去做的。
[01:51:50.867] 女：有时候。
[01:51:51.739] 女：然后还有还有的时候他他弟弟受伤了，陪他去医院啊，干嘛的，也是他去搞，因为他他他家长也挺忙的。
[01:52:01.019] 女：然后然后有一次好像是他。
[01:52:04.979] 女：他那天很多事想做，嗯，然后然后那段时间就因为回寒假回家嘛，他妹妹才也就几岁吧，四五岁。
[01:52:14.259] 男：嗯嗯。
[01:52:14.790] 女：然后然后他就他就照看照看他妹妹嗯。
[01:52:20.019] 女：嗯。
[01:52:21.979] 女：然后然后然后那个时候他他他们他然后他他就是他他他出去跑了一圈，嗯，你要给他定骨折什么送去医院呢？
[01:52:31.665] 女：然后然后然后然后去看他妹妹的作业啊，去照顾他呀。
[01:52:36.401] 女：嗯就一天下来很累了，好好像他当时爸爸也就生病什么的，出了点问题嗯。
[01:52:43.579] 女：对，也从从医院那儿跑，然后回去之后，他有跟他女友说这个事情嘛。
[01:52:49.079] 女：嗯，然后然后然后他回家之后。
[01:52:52.379] 女：嗯。
[01:52:54.059] 女：他他他女朋友好像就有点不太高兴了，就是说你今天怎么都没有理我，嗯，然后他老是觉得很无奈，我我我有跟你说我家里面的情况。
